timestamp,platform,market_id,event_id,price,liquidity
2026-03-14T17:47:11Z,polymarket,polymarket:553868:NO,will-the-los-angeles-clippers-win-the-2026-nba-finals,0.973,225934.19184
2026-03-14T17:47:11Z,polymarket,polymarket:553869:YES,will-the-philadelphia-76ers-win-the-2026-nba-finals,0.0055,568875.93367
2026-03-14T17:47:11Z,polymarket,polymarket:553869:NO,will-the-philadelphia-76ers-win-the-2026-nba-finals,0.9945,568875.93367
2026-03-14T17:47:11Z,polymarket,polymarket:553870:YES,will-the-dallas-mavericks-win-the-2026-nba-finals,0.0005,481973.38363
2026-03-14T17:47:11Z,polymarket,polymarket:553870:NO,will-the-dallas-mavericks-win-the-2026-nba-finals,0.9995,481973.38363
2026-03-14T17:47:11Z,polymarket,polymarket:553871:YES,will-the-detroit-pistons-win-the-2026-nba-finals,0.053,209430.84926
2026-03-14T17:47:11Z,polymarket,polymarket:553871:NO,will-the-detroit-pistons-win-the-2026-nba-finals,0.947,209430.84926
2026-03-14T17:47:11Z,polymarket,polymarket:553872:YES,will-the-milwaukee-bucks-win-the-2026-nba-finals,0.0005,511203.79287
2026-03-14T17:47:11Z,polymarket,polymarket:553872:NO,will-the-milwaukee-bucks-win-the-2026-nba-finals,0.9995,511203.79287
2026-03-14T17:47:11Z,polymarket,polymarket:553873:YES,will-the-miami-heat-win-the-2026-nba-finals,0.0125,306533.92785
2026-03-14T17:47:11Z,polymarket,polymarket:553873:NO,will-the-miami-heat-win-the-2026-nba-finals,0.9875,306533.92785
2026-03-14T17:47:11Z,polymarket,polymarket:553874:YES,will-the-memphis-grizzlies-win-the-2026-nba-finals,0.0015,1320668.12761
2026-03-14T17:47:11Z,polymarket,polymarket:553874:NO,will-the-memphis-grizzlies-win-the-2026-nba-finals,0.9985,1320668.12761
2026-03-14T17:47:11Z,polymarket,polymarket:553875:YES,will-the-new-orleans-pelicans-win-the-2026-nba-finals,0.0015,1179774.891
2026-03-14T17:47:11Z,polymarket,polymarket:553875:NO,will-the-new-orleans-pelicans-win-the-2026-nba-finals,0.9985,1179774.891
2026-03-14T17:47:11Z,polymarket,polymarket:553876:YES,will-the-toronto-raptors-win-the-2026-nba-finals,0.0075,679628.24938
2026-03-14T17:47:11Z,polymarket,polymarket:553876:NO,will-the-toronto-raptors-win-the-2026-nba-finals,0.9925,679628.24938
2026-03-14T17:47:11Z,polymarket,polymarket:553877:YES,will-the-phoenix-suns-win-the-2026-nba-finals,0.0065,524715.55582
2026-03-14T17:47:11Z,polymarket,polymarket:553877:NO,will-the-phoenix-suns-win-the-2026-nba-finals,0.9935,524715.55582
2026-03-14T17:47:11Z,polymarket,polymarket:553878:YES,will-the-chicago-bulls-win-the-2026-nba-finals,0.0015,1380583.755
2026-03-14T17:47:11Z,polymarket,polymarket:553878:NO,will-the-chicago-bulls-win-the-2026-nba-finals,0.9985,1380583.755
2026-03-14T17:47:11Z,polymarket,polymarket:553879:YES,will-the-portland-trail-blazers-win-the-2026-nba-finals,0.0035,839801.77886
2026-03-14T17:47:11Z,polymarket,polymarket:553879:NO,will-the-portland-trail-blazers-win-the-2026-nba-finals,0.9965,839801.77886
2026-03-14T17:47:11Z,polymarket,polymarket:553881:YES,will-the-atlanta-hawks-win-the-2026-nba-finals,0.0035,903462.94556
2026-03-14T17:47:11Z,polymarket,polymarket:553881:NO,will-the-atlanta-hawks-win-the-2026-nba-finals,0.9965,903462.94556
2026-03-14T17:47:11Z,polymarket,polymarket:553882:YES,will-the-charlotte-hornets-win-the-2026-nba-finals,0.0095,404155.44901
2026-03-14T17:47:11Z,polymarket,polymarket:553882:NO,will-the-charlotte-hornets-win-the-2026-nba-finals,0.9905,404155.44901
2026-03-14T17:47:11Z,polymarket,polymarket:553883:YES,will-the-utah-jazz-win-the-2026-nba-finals,0.0015,922236.20979
2026-03-14T17:47:11Z,polymarket,polymarket:553883:NO,will-the-utah-jazz-win-the-2026-nba-finals,0.9985,922236.20979
2026-03-14T17:47:11Z,polymarket,polymarket:556062:YES,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,0.175,80395.5056
2026-03-14T17:47:11Z,polymarket,polymarket:556062:NO,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,0.825,80395.5056
2026-03-14T17:47:11Z,polymarket,polymarket:556063:YES,megaeth-market-cap-fdv-6b-one-day-after-launch-365-559-334-815-776-488-224-766,0.0135,53800.60496
2026-03-14T17:47:11Z,polymarket,polymarket:556063:NO,megaeth-market-cap-fdv-6b-one-day-after-launch-365-559-334-815-776-488-224-766,0.9865,53800.60496
2026-03-14T17:47:11Z,polymarket,polymarket:556108:YES,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,0.63,14382.56302
2026-03-14T17:47:11Z,polymarket,polymarket:556108:NO,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,0.37,14382.56302
2026-03-14T17:47:11Z,polymarket,polymarket:558934:YES,will-spain-win-the-2026-fifa-world-cup-963,0.1535,1133214.01473
2026-03-14T17:47:11Z,polymarket,polymarket:558934:NO,will-spain-win-the-2026-fifa-world-cup-963,0.8465,1133214.01473
2026-03-14T17:47:11Z,polymarket,polymarket:558935:YES,will-england-win-the-2026-fifa-world-cup-937,0.1315,1077868.59352
2026-03-14T17:47:11Z,polymarket,polymarket:558935:NO,will-england-win-the-2026-fifa-world-cup-937,0.8685,1077868.59352
2026-03-14T17:47:11Z,polymarket,polymarket:558936:YES,will-france-win-the-2026-fifa-world-cup-924,0.108,698884.45373
2026-03-14T17:47:11Z,polymarket,polymarket:558936:NO,will-france-win-the-2026-fifa-world-cup-924,0.892,698884.45373
2026-03-14T17:47:11Z,polymarket,polymarket:558937:YES,will-brazil-win-the-2026-fifa-world-cup-183,0.086,1468416.22499
2026-03-14T17:47:11Z,polymarket,polymarket:558937:NO,will-brazil-win-the-2026-fifa-world-cup-183,0.914,1468416.22499
2026-03-14T17:47:11Z,polymarket,polymarket:558938:YES,will-argentina-win-the-2026-fifa-world-cup-245,0.114,686565.17438
2026-03-14T17:47:11Z,polymarket,polymarket:558938:NO,will-argentina-win-the-2026-fifa-world-cup-245,0.886,686565.17438
2026-03-14T17:47:11Z,polymarket,polymarket:558939:YES,will-germany-win-the-2026-fifa-world-cup-467,0.0545,671090.44714
2026-03-14T17:47:11Z,polymarket,polymarket:558939:NO,will-germany-win-the-2026-fifa-world-cup-467,0.9455,671090.44714
2026-03-14T17:47:11Z,polymarket,polymarket:558940:YES,will-portugal-win-the-2026-fifa-world-cup-912,0.07,469505.10162
2026-03-14T17:47:11Z,polymarket,polymarket:558940:NO,will-portugal-win-the-2026-fifa-world-cup-912,0.93,469505.10162
2026-03-14T17:47:11Z,polymarket,polymarket:558941:YES,will-netherlands-win-the-2026-fifa-world-cup-739,0.0325,515223.4102
2026-03-14T17:47:11Z,polymarket,polymarket:558941:NO,will-netherlands-win-the-2026-fifa-world-cup-739,0.9675,515223.4102
2026-03-14T17:47:11Z,polymarket,polymarket:558942:YES,will-italy-win-the-2026-fifa-world-cup-813,0.0195,414981.54308
2026-03-14T17:47:11Z,polymarket,polymarket:558942:NO,will-italy-win-the-2026-fifa-world-cup-813,0.9805,414981.54308
2026-03-14T17:47:11Z,polymarket,polymarket:558943:YES,will-usa-win-the-2026-fifa-world-cup-467,0.0165,1003282.21082
2026-03-14T17:47:11Z,polymarket,polymarket:558943:NO,will-usa-win-the-2026-fifa-world-cup-467,0.9835,1003282.21082
2026-03-14T17:47:11Z,polymarket,polymarket:558944:YES,will-uruguay-win-the-2026-fifa-world-cup-932,0.0095,1133307.31903
2026-03-14T17:47:11Z,polymarket,polymarket:558944:NO,will-uruguay-win-the-2026-fifa-world-cup-932,0.9905,1133307.31903
2026-03-14T17:47:11Z,polymarket,polymarket:558945:YES,will-mexico-win-the-2026-fifa-world-cup-529,0.0105,557988.1049
2026-03-14T17:47:11Z,polymarket,polymarket:558945:NO,will-mexico-win-the-2026-fifa-world-cup-529,0.9895,557988.1049
2026-03-14T17:47:11Z,polymarket,polymarket:558946:YES,will-belgium-win-the-2026-fifa-world-cup-358,0.0175,435456.84728
2026-03-14T17:47:11Z,polymarket,polymarket:558946:NO,will-belgium-win-the-2026-fifa-world-cup-358,0.9825,435456.84728
2026-03-14T17:47:11Z,polymarket,polymarket:558947:YES,will-colombia-win-the-2026-fifa-world-cup-734,0.0165,717470.46853
2026-03-14T17:47:11Z,polymarket,polymarket:558947:NO,will-colombia-win-the-2026-fifa-world-cup-734,0.9835,717470.46853
2026-03-14T17:47:11Z,polymarket,polymarket:558949:YES,will-japan-win-the-2026-fifa-world-cup-112,0.0155,556679.12083
2026-03-14T17:47:11Z,polymarket,polymarket:558949:NO,will-japan-win-the-2026-fifa-world-cup-112,0.9845,556679.12083
2026-03-14T17:47:11Z,polymarket,polymarket:558951:YES,will-norway-win-the-2026-fifa-world-cup-893,0.0315,374643.43837
